EV_D0	EV_D1	EV_D3	EV_D5	EV_D7	EV_D9	EV_D11	EV_D12	EV_D14	EV_D16	EV_D18	EV_D20	EV_D22	EV_D24	EV_D26	EV_D28	EV_D30
"x90"	-0.244453011801585	-0.480504694286119	-0.577647038016296	-0.748985860914921	-0.668523815742938	-0.49636713783072	0.0267208618644664	-0.559708176167488	0.129888947814275	0.213243914464142	0.33859369643229	0.408103058460783	0.714945681464891	-0.762525314532488	1.31339880684691	0.767319331657431	0.626500750287363
"x91"	0.460600017858547	0.76833497274757	0.388443126685665	0.36838281391556	0.346528104165783	0.160457514723804	0.305605544865061	-0.380145788809712	0.234878651519316	0.230043747771625	-0.649970953927343	-0.790378474909152	1.50494247888766	-0.865614272360111	-0.811226721833996	-0.50410277730451	-0.766777983995782
"x92"	0.359584197562489	0.352703226851534	1.00243007064769	-0.323997120916067	0.0319287682057785	-0.218736599352108	-0.780110722564382	-1.99748837331525	-0.99024208030376	-0.574623877012645	0.037842113496911	0.522490672039731	0.445686290195485	0.419579046309926	0.474025048311626	0.83047089734302	0.408458442500042
"x93"	0.258772686710104	0.0735051953310672	0.343166309449247	0.250595766907825	0.197536638132523	0.0400147675575535	0.384118809544298	0.356317395996284	0.508424938335856	0.579097664397983	0.368160909420164	0.242501722312614	0.352613845868471	0.457811684380071	-2.00756650834693	-0.375855524576316	-2.02921630142081
"x94"	-0.598950758943664	-0.674141032322974	-0.535454755713356	-0.145344403724119	-0.584982094801583	0.641074855002403	0.934921422632846	-0.224250955500868	0.844540957772378	1.17202187308519	0.481036878186961	0.125622694370361	-0.148890869268598	-0.589713986640549	0.286362668963261	-0.493549586107445	-0.490302906990265
"x95"	0.155785851208141	0.20342296759468	-0.0321875849583057	-0.181802734863669	-0.0147832050842564	-0.0904309448946344	-0.104395323754909	-0.703821312406657	-0.264943824219593	-0.402860465750688	-0.690566607493825	0.844087276642537	-0.647309170960217	-1.14092678141062	1.26058147890135	0.899421462073731	0.910728919376946
"x96"	0.271016116263519	0.24438250586246	-0.0743629308793003	-0.232779154867324	-0.0808238171815812	-0.128157982657424	-0.0855704913702324	-0.833964962643563	-0.296874995545288	-0.0859714137231671	-0.0978323060814642	-0.957638368289795	1.00702191893061	1.11399039220351	-1.21266214118446	0.451958919573551	0.998268711589969
"x97"	0.0603389158309068	0.0944115134959145	-0.37315707339703	-0.493981435797827	-0.0538307728664693	-0.349291018102505	-0.54105698945947	-1.37981681366093	-0.712334234308529	-0.415227280483567	0.0452075475582686	0.430147625196588	0.301627794939625	0.243732073135267	0.478130344724059	2.29052217733725	0.374577625858443
"x98"	0.101477450988052	-0.0498574673327051	0.115339442973754	0.0133200248729155	-0.349981538623395	-0.673357053041943	0.553726457517979	0.481971777921688	0.717871167727909	0.738502425712599	0.863226394789016	1.21501437660473	-0.638597612915527	-0.926877245691267	-0.901944850467106	-0.679396369369465	-0.580437381667263
"x99"	-0.0404728720816484	0.0788643798144442	-0.367696664537685	-0.479429247858139	0.0180180946760725	-0.183284039611646	-0.510572924548243	-1.40902472745181	-0.641357197778008	-0.364672385094536	-0.0151991768806355	0.360621273278369	0.303152441390005	0.230041229630758	2.30763734910818	0.420831538270699	0.292542929673832
"x100"	0.078851449260301	0.248297895674231	-0.414968342872165	-0.508537819580561	-0.065798724194481	1.3768848593878	-0.703708315436069	-1.82283331475382	-0.929846953332995	-0.536079629496971	0.0501734943308141	0.538118547401112	0.464914331291897	0.39560775297027	0.587308706068623	0.766639927958774	0.474976135323235
